"Latest: Wavelength (nm)","Latest: Intensity (rel)","Run 1: Wavelength (nm)","Run 1: Intensity (rel)","Run 2: Wavelength (nm)","Run 2: Intensity (rel)","Run 3: Wavelength (nm)","Run 3: Intensity (rel)","Run 4: Wavelength (nm)","Run 4: Intensity (rel)","Run 5: Wavelength (nm)","Run 5: Intensity (rel)"
433.4,0.711441710536,433.4,0.706365453574,433.4,0.710276073854,433.4,0.708659571221,433.4,0.708681849393,433.4,0.711121385519
434.1,0.78971591516,434.1,0.785203479057,434.1,0.790498092622,434.1,0.78840779736,434.1,0.78856816968,434.1,0.789061417563
434.7,0.812668535897,434.7,0.806270084688,434.7,0.809350614176,434.7,0.809588845655,434.7,0.810082627604,434.7,0.810137941558
435.4,0.852670061799,435.4,0.843209887846,435.4,0.848257305257,435.4,0.847733348592,435.4,0.847603799496,435.4,0.849332265202
436.1,0.841611848631,436.1,0.832540016785,436.1,0.83841981384,436.1,0.837797436484,436.1,0.838360646983,436.1,0.838888227665
436.7,0.790780994888,436.7,0.783367818723,436.7,0.790388227665,436.7,0.786459983215,436.7,0.790221484703,436.7,0.790469825284
437.4,0.756552719921,437.4,0.751263599603,437.4,0.754261730373,437.4,0.75394758526,437.4,0.753768444343,437.4,0.75508033875
438.1,0.746993705653,438.1,0.738340733959,438.1,0.744151102464,438.1,0.742736781872,438.1,0.745281376364,438.1,0.746159151598
438.7,0.80168814374,438.7,0.795510948348,438.7,0.799787785153,438.7,0.799025787747,438.7,0.798186694133,438.7,0.80103135729
439.4,0.80474757763,439.4,0.797034561685,439.4,0.801431181811,439.4,0.801471808957,439.4,0.800596856641,439.4,0.805467917906
440.1,0.807362211032,440.1,0.798991531243,440.1,0.803958075837,440.1,0.801256656748,440.1,0.802939879454,440.1,0.804310521096
440.7,0.85382059205,440.7,0.847769283589,440.7,0.85272667277,440.7,0.850833981842,440.7,0.85249126421,440.7,0.854177767605
441.4,0.864174601358,441.4,0.855836728466,441.4,0.860793354696,441.4,0.860157244221,441.4,0.85872152285,441.4,0.861129777981
442.1,0.859553406577,442.1,0.852961165789,442.1,0.857738498512,442.1,0.855370489052,442.1,0.857768596933,442.1,0.85738673991
442.7,0.849106317235,442.7,0.841738918135,442.7,0.847086938277,442.7,0.846242542153,442.7,0.846870603494,442.7,0.846678721294
443.4,0.855953803311,443.4,0.849604180972,443.4,0.852913595789,443.4,0.853008392462,443.4,0.853168764782,443.4,0.856177462425
444.1,0.848372358282,444.1,0.841643549248,444.1,0.845191767758,444.1,0.845605477989,444.1,0.845570534829,444.1,0.848734111543
444.7,0.816513809415,444.7,0.808614633402,444.7,0.811286221103,444.7,0.81224010071,444.7,0.811935835813,444.7,0.813549858854
445.4,0.803427672236,445.4,0.794339818418,445.4,0.798222972457,445.4,0.797805828946,445.4,0.800009384298,445.4,0.800513313497
446.1,0.845714999619,446.1,0.837055161364,446.1,0.84471950103,446.1,0.841470283055,446.1,0.841971694514,446.1,0.842987563897
446.7,0.86912386511,446.7,0.864861676967,446.7,0.870000648508,446.7,0.868783169299,446.7,0.867099488823,446.7,0.869152208743
447.4,0.869596894789,447.4,0.861884641794,447.4,0.864592851148,447.4,0.863635538262,447.4,0.864537499046,447.4,0.866892347601
448.1,0.869178797589,448.1,0.861725947967,448.1,0.864222056916,448.1,0.864903562982,448.1,0.866071030747,448.1,0.868396124208
448.7,0.875663881895,448.7,0.868851148241,448.7,0.872603837644,448.7,0.873408178836,448.7,0.873890516518,448.7,0.87551903563
449.4,0.903822880903,449.4,0.893370870527,449.4,0.898541123064,449.4,0.899388189517,449.4,0.899033569848,449.4,0.901529564355
450.1,0.924189097429,450.1,0.915217212177,450.1,0.921551728084,450.1,0.921415350576,450.1,0.919231937133,450.1,0.921598229953
450.8,0.902651750973,450.8,0.891965514611,450.8,0.897803349355,450.8,0.89602433814,450.8,0.89913962005,450.8,0.899646601053
451.4,0.873626039521,451.4,0.864391699092,451.4,0.871814183261,451.4,0.86628221561,451.4,0.867758678569,451.4,0.871383840696
452.1,0.837977912566,452.1,0.829501182574,452.1,0.832423781186,452.1,0.832621576257,452.1,0.831029449912,452.1,0.833100480659
452.7,0.833828984512,452.7,0.82570016022,452.7,0.83002277409,452.7,0.828259784848,452.7,0.827883039597,452.7,0.831009994659
453.4,0.871096856641,453.4,0.863111467155,453.4,0.866603227283,453.4,0.865226291295,453.4,0.867702983139,453.4,0.867878843366
454.1,0.866729724575,454.1,0.85708720531,454.1,0.862931906615,454.1,0.862296559091,454.1,0.861888532845,454.1,0.863179064622
454.7,0.861768253605,454.7,0.853314412146,454.7,0.858792133974,454.7,0.858472648203,454.7,0.857693064775,454.7,0.8605850309
455.4,0.894480544747,455.4,0.888289616236,455.4,0.891356412604,455.4,0.88994743267,455.4,0.888990844587,455.4,0.893771114672
456.1,0.893196498054,456.1,0.883055008774,456.1,0.890327954528,456.1,0.886060196841,456.1,0.889239566644,456.1,0.890819256886
456.7,0.8899180972,456.7,0.880438086519,456.7,0.886745136187,456.7,0.887303807126,456.7,0.885058594644,456.7,0.888286259251
457.4,0.870425459678,457.4,0.862238651102,457.4,0.867574464027,457.4,0.864522850385,457.4,0.867706034943,457.4,0.869793850614
458.1,0.857814641032,458.1,0.847411459525,458.1,0.85261528191,458.1,0.851650339513,458.1,0.851686350805,458.1,0.856033264668
458.7,0.864723163195,458.7,0.852823834592,458.7,0.859701571679,458.7,0.859187533379,458.7,0.855553749905,458.7,0.860686503395
459.4,0.856599259937,459.4,0.846307469291,459.4,0.851887426566,459.4,0.853401312276,459.4,0.853356450752,459.4,0.853293507286
460.1,0.865727206836,460.1,0.856197604334,460.1,0.861970588235,460.1,0.860907988098,460.1,0.859878919661,460.1,0.863925993744
460.7,0.869516021973,460.7,0.861152208743,460.7,0.868818074311,460.7,0.866387502861,460.7,0.865955825132,460.7,0.867702601663
461.4,0.859059014267,461.4,0.851667963684,461.4,0.85704726482,461.4,0.856926909285,461.4,0.855105134661,461.4,0.857182269017
462.1,0.85134634165,462.1,0.84585351339,462.1,0.849310940719,462.1,0.849663614862,462.1,0.848500267033,462.1,0.851499046311
462.7,0.834728503853,462.7,0.826685130083,462.7,0.830765888457,462.7,0.829504921035,462.7,0.828263752193,462.7,0.833081406882
463.4,0.807439269093,463.4,0.797686884871,463.4,0.803049401083,463.4,0.801477912566,463.4,0.802278400855,463.4,0.804112916762
464.1,0.788779011215,464.1,0.781571068894,464.1,0.786269817655,464.1,0.784687647822,464.1,0.786123674372,464.1,0.786536049439
464.7,0.789055962463,464.7,0.779463797971,464.7,0.786581864652,464.7,0.782467460136,464.7,0.784384908827,464.7,0.78703807126
465.4,0.784832265202,465.4,0.776630960555,465.4,0.780181467918,465.4,0.777171053635,465.4,0.778349202716,465.4,0.782001068132
466.1,0.753966315709,466.1,0.744339055467,466.1,0.750697222858,466.1,0.750895017929,466.1,0.749634775311,466.1,0.751293812467
466.7,0.753637483787,466.7,0.747145189593,466.7,0.751060387579,466.7,0.752120317388,466.7,0.750541161212,466.7,0.750760509651
467.4,0.760105020218,467.4,0.756933089189,467.4,0.760076180667,467.4,0.758062943465,467.4,0.756775234607,467.4,0.75898970016
468.1,0.757646791791,468.1,0.748889295796,468.1,0.754233501183,468.1,0.752565117876,468.1,0.751852674144,468.1,0.755216144045
468.7,0.749417601282,468.7,0.742498054475,468.7,0.746997672999,468.7,0.748075913634,468.7,0.749999465934,468.7,0.748388494697
469.4,0.732219157702,469.4,0.725356069276,469.4,0.729357480735,469.4,0.72888845655,469.4,0.72640062562,469.4,0.728413672084
470.1,0.725082513161,470.1,0.717091020066,470.1,0.720732318608,470.1,0.719520943008,470.1,0.720447318227,470.1,0.723038681621
470.7,0.749008659495,470.7,0.740918745708,470.7,0.745483215076,470.7,0.745411688411,470.7,0.745133363851,470.7,0.7469266804
471.4,0.768215953307,471.4,0.762433203632,471.4,0.76617597467,471.4,0.764026169223,471.4,0.764426108186,471.4,0.766715342947
472.1,0.76028736553,472.1,0.753343404288,472.1,0.757907873655,472.1,0.756488212406,472.1,0.755631570916,472.1,0.758065766384
472.7,0.743228542,472.7,0.734867017624,472.7,0.739666475929,472.7,0.737618905928,472.7,0.737018616007,472.7,0.740369878691
473.4,0.754309643702,473.4,0.749488975357,473.4,0.751092431525,473.4,0.749970321202,473.4,0.750850156405,473.4,0.75306614786
474.1,0.765383878843,474.1,0.757712062257,474.1,0.762576371405,474.1,0.760328908217,474.1,0.761085908293,474.1,0.762664835584
474.7,0.752251201648,474.7,0.744063630121,474.7,0.747661440452,474.7,0.74753650721,474.7,0.746443350881,474.7,0.747511100938
475.4,0.738476119631,475.4,0.730163424125,475.4,0.736836690318,475.4,0.735870222019,475.4,0.735272220951,475.4,0.737376058595
476.1,0.734337109941,476.1,0.727545738918,476.1,0.734643968872,476.1,0.734294728008,476.1,0.728946593423,476.1,0.734181582361
476.7,0.753993781949,476.7,0.748764934768,476.7,0.753749027237,476.7,0.750920958267,476.7,0.750819638361,476.7,0.75317067216
477.4,0.767230983444,477.4,0.758352178225,477.4,0.762555008774,477.4,0.763477607385,477.4,0.761698558022,477.4,0.766698558022
478.1,0.755648622873,478.1,0.746670634012,478.1,0.749370450904,478.1,0.750626459144,478.1,0.750165026322,478.1,0.751861448081
478.7,0.75716536965,478.7,0.748929732204,478.7,0.75537487602,478.7,0.753280766003,478.7,0.752465323873,478.7,0.755475547417
479.4,0.765630312047,479.4,0.757181811246,479.4,0.76264274815,479.4,0.761228427558,479.4,0.762479056992,479.4,0.764978866255
