"Latest: Wavelength (nm)","Latest: Intensity (rel)","Run 1: Wavelength (nm)","Run 1: Intensity (rel)","Run 2: Wavelength (nm)","Run 2: Intensity (rel)","Run 3: Wavelength (nm)","Run 3: Intensity (rel)","Run 4: Wavelength (nm)","Run 4: Intensity (rel)","Run 5: Wavelength (nm)","Run 5: Intensity (rel)"
480.1,0.760827534905,480.1,0.750129854276,480.1,0.756053902495,480.1,0.75424742504,480.1,0.753795910582,480.1,0.757882658122
480.7,0.761156366827,480.7,0.752470588235,480.7,0.76015476463,480.7,0.758912870985,480.7,0.756888914321,480.7,0.760054779889
481.4,0.767098229953,481.4,0.758889295796,481.4,0.763248531319,481.4,0.762542229343,481.4,0.762729304952,481.4,0.765140611887
482.1,0.748518081941,482.1,0.741368123903,482.1,0.746626115816,482.1,0.746625543603,482.1,0.746614251926,482.1,0.748058899825
482.7,0.738858358129,482.7,0.733061875334,482.7,0.737575989929,482.7,0.737435034714,482.7,0.737080415045,482.7,0.739845731289
483.4,0.728202220188,483.4,0.719363851377,483.4,0.725580872816,483.4,0.722574273289,483.4,0.723413672084,483.4,0.724132753491
484.1,0.707255397879,484.1,0.69862684062,484.1,0.703561341268,484.1,0.701091096361,484.1,0.702156328679,484.1,0.705246662089
484.8,0.670459792477,484.8,0.662414892805,484.8,0.667622529946,484.8,0.666158617533,484.8,0.66375928893,484.8,0.667869687953
485.4,0.606978446632,485.4,0.599225757229,485.4,0.604235790036,485.4,0.603423437858,485.4,0.604268940261,485.4,0.604881208515
486.1,0.612272564279,486.1,0.605246967269,486.1,0.608354200046,486.1,0.610188525216,486.1,0.609502784771,486.1,0.611167925536
486.7,0.664617875944,486.7,0.657625848783,486.7,0.661037499046,486.7,0.661729686427,486.7,0.66096536202,486.7,0.663622339208
487.4,0.689623598077,487.4,0.680123750668,487.4,0.688515945678,487.4,0.683268558785,487.4,0.684392538338,487.4,0.690080720226
488.1,0.689091821164,488.1,0.683148088808,488.1,0.687652285039,488.1,0.685965590906,488.1,0.686519645991,488.1,0.689375753414
488.7,0.689822728313,488.7,0.683475394827,488.7,0.689475738155,488.7,0.686434042878,488.7,0.685965743496,488.7,0.686950331884
489.4,0.723191157397,489.4,0.714416876478,489.4,0.718865377279,489.4,0.71851232166,489.4,0.718726100557,489.4,0.720741435874
490,0.704905508507,490,0.697139848936,490,0.702425307088,490,0.700026016632,490,0.700223010605,490,0.702400854505
490.7,0.682454146639,490.7,0.676295262074,490.7,0.679157587549,490.7,0.679670481422,490.7,0.677760967422,490.7,0.680276035706
491.4,0.669635042344,491.4,0.661859464408,491.4,0.664526474403,491.4,0.66614259556,491.4,0.664146105135,491.4,0.667593499657
492,0.671725528344,492,0.66272465095,492,0.66666350042,492,0.667644083314,492,0.667333714809,492,0.668428931106
492.7,0.694466048676,492.7,0.687509880217,492.7,0.691615815976,492.7,0.69169687953,492.7,0.690339742123,492.7,0.691485313191
493.4,0.681483672847,493.4,0.673064164187,493.4,0.677830815595,493.4,0.676511100938,493.4,0.675627756161,493.4,0.678058136873
494,0.701028953994,494,0.691187304494,494,0.696643663691,494,0.694873044938,494,0.694458152132,494,0.695801327535
494.7,0.69697005417,494.7,0.688217898833,494.7,0.692570267796,494.7,0.69182200351,494.7,0.69184351873,494.7,0.694186160067
495.3,0.676857900359,495.3,0.671620660716,495.3,0.676114938582,495.3,0.673040436408,495.3,0.674207904173,495.3,0.674888075074
496,0.687969520104,496,0.680378576333,496,0.683826848249,496,0.686682764935,496,0.682949034867,496,0.686418554971
496.7,0.677519378958,496.7,0.668738231479,496.7,0.674009193561,496.7,0.674469443809,496.7,0.672691157397,496.7,0.675911955444
497.3,0.662077248798,497.3,0.655233997101,497.3,0.658903524834,497.3,0.658481040665,497.3,0.659470740826,497.3,0.660451514458
498,0.638654650187,498,0.632790264744,498,0.637508087282,498,0.635265964752,498,0.635590371557,498,0.637128099489
498.7,0.653885442893,498.7,0.645876401923,498.7,0.650410353246,498.7,0.649698710613,498.7,0.650633478294,498.7,0.651682154574
499.3,0.642089456016,499.3,0.632548409247,499.3,0.640105172808,499.3,0.636313496605,499.3,0.638356832227,499.3,0.641896543832
500,0.616412336919,500,0.611096513313,500,0.615234493019,500,0.614427481498,500,0.613909590295,500,0.616143129625
500.6,0.609377164874,500.6,0.603973601892,500.6,0.608393110552,500.6,0.606260852979,500.6,0.606111467155,500.6,0.608966811627
501.3,0.606328412299,501.3,0.600373235676,501.3,0.603440032044,501.3,0.603842298009,501.3,0.601609292744,501.3,0.60677332723
502,0.619042992294,502,0.612810101472,502,0.617584382391,502,0.617323643854,502,0.615133363851,502,0.619253681239
502.6,0.622609788663,502.6,0.614937972076,502.6,0.619656557565,502.6,0.618857175555,502.6,0.619735484855,502.6,0.621467002365
503.3,0.608873617151,503.3,0.60239047837,503.3,0.606187418936,503.3,0.605656595712,503.3,0.606833981842,503.3,0.608021515221
504,0.610758869306,504,0.603918669413,504,0.608784504463,504,0.60688876173,504,0.606650110628,504,0.608755474174
504.6,0.628334210727,504.6,0.619604180972,504.6,0.624220531014,504.6,0.624454947738,504.6,0.62325803006,504.6,0.626352178225
505.3,0.63216880293,505.3,0.623840085451,505.3,0.630562943465,505.3,0.627643320363,505.3,0.626068741894,505.3,0.630858167391
505.9,0.624137979706,505.9,0.61639749752,505.9,0.622771686885,505.9,0.621404669261,505.9,0.619627908751,505.9,0.623377431907
506.6,0.603923590448,506.6,0.596897993439,506.6,0.601669222553,506.6,0.600398336767,506.6,0.600576256962,506.6,0.602514534218
507.3,0.599133783474,507.3,0.59126817731,507.3,0.595284847791,507.3,0.595195773251,507.3,0.593995803769,507.3,0.597648432136
507.9,0.597389677272,507.9,0.591104905776,507.9,0.595094110018,507.9,0.594676966506,507.9,0.593317540246,507.9,0.596883955138
508.6,0.613213282979,508.6,0.605331654841,508.6,0.607823949035,508.6,0.609558327611,508.6,0.60737644007,508.6,0.610576638437
509.3,0.597340848402,509.3,0.592694895857,509.3,0.595693026627,509.3,0.592658960861,509.3,0.590985198749,509.3,0.595903562982
509.9,0.597761997406,509.9,0.589239490349,509.9,0.593585755703,509.9,0.594787594415,509.9,0.594117112993,509.9,0.595578545815
510.6,0.599727359426,510.6,0.594389410239,510.6,0.595969977874,510.6,0.594863126574,510.6,0.59615648127,510.6,0.597020523384
511.2,0.604569047074,511.2,0.596910963607,511.2,0.602061379416,511.2,0.600888151369,511.2,0.600346608682,511.2,0.601885099565
511.9,0.584041847868,511.9,0.579208972305,511.9,0.582467269398,511.9,0.579570534829,511.9,0.57851934081,511.9,0.582191042954
512.6,0.574334058137,512.6,0.564114747845,512.6,0.569399443046,512.6,0.569853589685,512.6,0.568424734874,512.6,0.572604562448
513.2,0.567779545281,513.2,0.561104142824,513.2,0.566725299458,513.2,0.565478828107,513.2,0.56357160296,513.2,0.566473487449
513.9,0.563497100786,513.9,0.554947127489,513.9,0.55970920119,513.9,0.559140230411,513.9,0.559318150607,513.9,0.56102449073
514.5,0.565333524071,514.5,0.558597848478,514.5,0.562680132753,514.5,0.561830395972,514.5,0.561928969253,514.5,0.564135042344
515.2,0.550990806439,515.2,0.54297566186,515.2,0.548636491951,515.2,0.54803166247,515.2,0.546754634928,515.2,0.549314717327
515.9,0.514981803616,515.9,0.507506828412,515.9,0.51049656672,515.9,0.51039375906,515.9,0.508759670405,515.9,0.510703288319
516.5,0.478267071031,516.5,0.472133363851,516.5,0.475609102007,516.5,0.475929732204,516.5,0.475185244526,516.5,0.476623025864
517.2,0.514929922942,517.2,0.510607461662,517.2,0.512887655451,517.2,0.513576028077,517.2,0.511492561227,517.2,0.513023422599
517.9,0.511636263066,517.9,0.503062638285,517.9,0.506826009003,517.9,0.506143358511,517.9,0.507042267491,517.9,0.508570840009
518.5,0.532188639658,518.5,0.529466849775,518.5,0.534398298619,518.5,0.533387579156,518.5,0.532305104143,518.5,0.534176241703
519.2,0.548812581064,519.2,0.543264057374,519.2,0.54636442359,519.2,0.545803082322,519.2,0.545202792401,519.2,0.548068818189
519.8,0.554372968643,519.8,0.548764934768,519.8,0.553348477913,519.8,0.55035866331,519.8,0.551123292897,519.8,0.554879682612
520.5,0.550262951095,520.5,0.544181887541,520.5,0.54809250782,520.5,0.54680483711,520.5,0.546696650645,520.5,0.548459449149
521.2,0.557054741741,521.2,0.550733348592,521.2,0.554508926528,521.2,0.553305180438,521.2,0.550539635309,521.2,0.554166323339
521.8,0.548785114824,521.8,0.540149691005,521.8,0.545635805295,521.8,0.546740749218,521.8,0.544304036011,521.8,0.545322957198
522.5,0.540765735866,522.5,0.534786907759,522.5,0.540069314107,522.5,0.539269932097,522.5,0.537517586023,522.5,0.541338826581
523.2,0.562915732052,523.2,0.557017013809,523.2,0.560146372168,523.2,0.559826886397,523.2,0.558794766155,523.2,0.56229938201
523.8,0.564242504005,523.8,0.555520103761,523.8,0.561738651102,523.8,0.559985580224,523.8,0.557834973678,523.8,0.560652933547
524.5,0.54684493019,524.5,0.541078202487,524.5,0.54368799115,524.5,0.542641412985,524.5,0.542604180972,524.5,0.545773861295
525.1,0.530990806439,525.1,0.523281605249,525.1,0.529152246891,525.1,0.52853292134,525.1,0.527655680171,525.1,0.531323567559
525.8,0.501248683909,525.8,0.492983291371,525.8,0.497370756085,525.8,0.497774547951,525.8,0.497643472953,525.8,0.500275272755
526.5,0.495716525521,526.5,0.489605706874,526.5,0.495734988937,526.5,0.493488288701,526.5,0.493432745861,526.5,0.494059510185
527.1,0.531835393301,527.1,0.524728923476,527.1,0.529518463416,527.1,0.529282902266,527.1,0.527598458839,527.1,0.528329747463
527.8,0.542636491951,527.8,0.534570229648,527.8,0.539543640803,527.8,0.538798428321,527.8,0.53782200351,527.8,0.539820553902
528.5,0.550546768902,528.5,0.54585351339,528.5,0.547662203403,528.5,0.546116655222,528.5,0.54716739147,528.5,0.549056839857
529.1,0.536344434272,529.1,0.527592278935,529.1,0.532484817273,529.1,0.53280468452,529.1,0.530507591363,529.1,0.532751812009
529.8,0.539958533608,529.8,0.53310078584,529.8,0.536436903944,529.8,0.536365377279,529.8,0.535721599145,529.8,0.538437323568
530.4,0.536917410544,530.4,0.531700770581,530.4,0.535865453574,530.4,0.532210345617,530.4,0.531908369574,530.4,0.536211032273
531.1,0.520227855344,531.1,0.513589837491,531.1,0.515471770809,531.1,0.514132219425,531.1,0.51417051957,531.1,0.518992751965
531.8,0.500488784619,531.8,0.4946411841,531.8,0.499188105592,531.8,0.496605706874,531.8,0.496486839094,531.8,0.499313191424
532.4,0.498240367742,532.4,0.492907759213,532.4,0.496465133135,532.4,0.494533531701,532.4,0.49372495613,532.4,0.496558175021
533.1,0.511897955291,533.1,0.506167849241,533.1,0.509104943923,533.1,0.507708171206,533.1,0.509042725261,533.1,0.511195391775
533.8,0.509922674907,533.8,0.50240421149,533.8,0.50835725185,533.8,0.505700846876,533.8,0.503348821241,533.8,0.507053330282
534.4,0.512383192187,534.4,0.505468986038,534.4,0.511850804913,534.4,0.509070801862,534.4,0.508450675212,534.4,0.511152666514
535.1,0.516579423209,535.1,0.509995574884,535.1,0.512860189212,535.1,0.514992065309,535.1,0.512601129168,535.1,0.516096589609
535.8,0.494243266957,535.8,0.487879911498,535.8,0.492694628824,535.8,0.491995193408,535.8,0.49072121767,535.8,0.492074311437
536.4,0.487382810712,536.4,0.481033188373,536.4,0.486149271382,536.4,0.484840238041,536.4,0.483335851072,536.4,0.48630640116
537.1,0.496497787442,537.1,0.490307621881,537.1,0.494556229496,537.1,0.492165331502,537.1,0.491587167163,537.1,0.493670405127
537.8,0.485853856718,537.8,0.478481879911,537.8,0.483731479362,537.8,0.482456015869,537.8,0.48163447013,537.8,0.483494926375
538.5,0.470537613489,538.5,0.464319981689,538.5,0.46947878996,538.5,0.468834287022,538.5,0.46700717174,538.5,0.468312199588
539.1,0.461982642863,539.1,0.456708018616,539.1,0.458317578393,539.1,0.459008239872,539.1,0.457484779126,539.1,0.461389944305
539.8,0.456741931792,539.8,0.449381399252,539.8,0.454447127489,539.8,0.453531776913,539.8,0.454467307546,539.8,0.457340199893
540.5,0.463030174716,540.5,0.455567406729,540.5,0.46129079881,540.5,0.460840848402,540.5,0.458848172732,540.5,0.460119630732
541.2,0.470651293202,541.2,0.462342412451,541.2,0.468303845274,541.2,0.468495536736,541.2,0.467566414893,541.2,0.468847791257
541.9,0.464197489891,541.9,0.4571497673,541.9,0.46221091783,541.9,0.462356069276,541.9,0.461378118563,541.9,0.462680094606
542.5,0.460879415579,542.5,0.456412756542,542.5,0.457945258259,542.5,0.45860311284,542.5,0.457698405432,542.5,0.460253147173
543.2,0.466610704204,543.2,0.460559395743,543.2,0.462555771725,543.2,0.464155107958,543.2,0.461689402609,543.2,0.465563286793
543.9,0.463474975204,543.9,0.456611123827,543.9,0.460832265202,543.9,0.459639200427,543.9,0.457226901656,543.9,0.461402151522
544.6,0.45961825742,544.6,0.453127489128,544.6,0.457773594263,544.6,0.456606469825,544.6,0.457071259632,544.6,0.459056839857
545.3,0.456334515908,545.3,0.451740444038,545.3,0.454112191958,545.3,0.454293202106,545.3,0.452118944076,545.3,0.455120012207
545.9,0.447906958114,545.9,0.443364003967,545.9,0.445267299916,545.9,0.44538345922,545.9,0.444036240177,545.9,0.446069123369
546.6,0.448333447776,546.6,0.443976653696,546.6,0.446784809644,546.6,0.445834363317,546.6,0.444818265049,546.6,0.446271305409
547.3,0.440952658885,547.3,0.433870603494,547.3,0.439635194934,547.3,0.436755245289,547.3,0.437152895399,547.3,0.438416723888
548,0.446577897307,548,0.439387502861,548,0.443530060273,548,0.442459067674,548,0.441846570535,548,0.443683375296
548.7,0.445159571221,548.7,0.4387176318,548.7,0.442967765316,548.7,0.443084687572,548.7,0.441143129625,548.7,0.443670405127
549.3,0.438193827726,549.3,0.435176012818,549.3,0.439397154192,549.3,0.435865644312,549.3,0.435554512856,549.3,0.439175860227
550,0.435544098573,550,0.430034485389,550,0.431975928893,550,0.430504386969,550,0.430693751431,550,0.433320210575
550.7,0.431658388647,550.7,0.425781795987,550.7,0.431235866331,550.7,0.43118112459,550.7,0.428311055161,550.7,0.432554970626
551.4,0.435708133059,551.4,0.428160677501,551.4,0.433065423056,551.4,0.431136873426,551.4,0.430744106203,551.4,0.43301731899
552.1,0.425206874189,552.1,0.418194247349,552.1,0.422063668269,552.1,0.421725108721,552.1,0.420168078126,552.1,0.423671931029
552.7,0.428585984588,552.7,0.421629816129,552.7,0.424368543526,552.7,0.423350957504,552.7,0.424093461509,552.7,0.425120012207
553.4,0.428341840238,553.4,0.420230563821,553.4,0.425020103761,553.4,0.42477004654,553.4,0.426111467155,553.4,0.427765163653
554.1,0.425425078202,554.1,0.4188221561,554.1,0.423133325704,554.1,0.420989623865,554.1,0.421858777752,554.1,0.423948882277
554.8,0.422565537499,554.8,0.414972304875,554.8,0.418825703822,554.8,0.417479285878,554.8,0.417010986496,554.8,0.419673304341
555.5,0.41117925536,555.5,0.405533836881,555.5,0.407888799878,555.5,0.407664682994,555.5,0.408192034791,555.5,0.4078673991
556.1,0.40200171664,556.1,0.3975678645,556.1,0.401032158389,556.1,0.400894254978,556.1,0.398276722362,556.1,0.400581979095
556.8,0.400303387503,556.8,0.393823300526,556.8,0.396584916457,556.8,0.396926909285,556.8,0.397909742885,556.8,0.398345006485
557.5,0.396931906615,557.5,0.388558937972,557.5,0.39402979324,557.5,0.392861905852,557.5,0.392948271916,557.5,0.392606851301
558.2,0.382792133974,558.2,0.377105516136,558.2,0.381328183413,558.2,0.379972610056,558.2,0.379939192798,558.2,0.381528038453
558.9,0.387462157626,558.9,0.381037003128,558.9,0.385762455177,558.9,0.385249942779,558.9,0.383551003281,558.9,0.386206454566
559.5,0.388211375601,559.5,0.383507438773,559.5,0.388456435492,559.5,0.385241550317,559.5,0.386145037003,559.5,0.387270771344
560.2,0.397219539178,560.2,0.391598535134,560.2,0.395010185397,560.2,0.393589761196,560.2,0.393192416266,560.2,0.394725566491
560.9,0.38628034638,560.9,0.380692912184,560.9,0.384420424201,560.9,0.38285351339,560.9,0.382791866941,560.9,0.385464103151
561.6,0.384965018692,561.6,0.379375295644,561.6,0.382172770275,561.6,0.382282825971,561.6,0.380306935225,561.6,0.382681620508
562.3,0.386166666667,562.3,0.379325703822,562.3,0.383752841993,562.3,0.382395742733,562.3,0.381722209506,562.3,0.383500267033
562.9,0.382708972305,562.9,0.375626153964,562.9,0.37917971313,562.9,0.377410620279,562.9,0.378125658045,562.9,0.380862745098
563.6,0.376820515755,563.6,0.369482871748,563.6,0.374328107118,563.6,0.373408941787,563.6,0.373410620279,563.6,0.372872358282
564.3,0.371929236286,564.3,0.366121309224,564.3,0.369568055238,564.3,0.369352330816,564.3,0.367974593729,564.3,0.369271992065
565,0.360977836271,565,0.355382009613,565,0.359301785306,565,0.358589379721,565,0.358112687877,565,0.359671015488
565.7,0.35754150454,565.7,0.351242999924,565.7,0.355603761349,565.7,0.354536583505,565.7,0.35483962768,565.7,0.35563042649
566.3,0.364321087968,566.3,0.360673075456,566.3,0.362491683833,566.3,0.362196612497,566.3,0.361693217365,566.3,0.363461356527
567,0.358111429007,567,0.352991683833,567,0.356506332494,567,0.355806897078,567,0.354841153582,567,0.35652994583
567.7,0.346716754406,567.7,0.341681696803,567.7,0.343766575113,567.7,0.345090486,567.7,0.344433737697,567.7,0.346422369726
568.4,0.34222449836,568.4,0.33732372015,568.4,0.339143854429,568.4,0.339543068589,568.4,0.338904631113,568.4,0.340969558251
569.1,0.340638323033,569.1,0.334715190356,569.1,0.337762912947,569.1,0.336267719539,569.1,0.336935454337,569.1,0.339433737697
569.7,0.328620317388,569.7,0.32303822385,569.7,0.328387006943,569.7,0.326964293889,569.7,0.326321278706,569.7,0.327858243687
570.4,0.323735904479,570.4,0.318671854734,570.4,0.322018654154,570.4,0.321631265736,570.4,0.320387808042,570.4,0.322890669108
571.1,0.330409437705,571.1,0.32443900206,571.1,0.328031471733,571.1,0.327349584192,571.1,0.326053482872,571.1,0.328029907683
571.8,0.332782978561,571.8,0.328082093538,571.8,0.332592393378,571.8,0.331569466697,571.8,0.329102235447,571.8,0.331634851606
572.4,0.327108148318,572.4,0.322079957275,572.4,0.326613145647,572.4,0.324541161212,572.4,0.325060120546,572.4,0.326161440452
573.1,0.32554867628,573.1,0.319943694209,573.1,0.322911306935,573.1,0.322047074083,573.1,0.322467612726,573.1,0.323158464942
573.8,0.315879797055,573.8,0.311739681086,573.8,0.314882772564,573.8,0.313333409628,573.8,0.312808651865,573.8,0.314297550927
574.5,0.30708220798,574.5,0.303277027543,574.5,0.3067542916,574.5,0.303716411078,574.5,0.304020218204,574.5,0.306011902037
575.2,0.300899252308,575.2,0.296688181888,575.2,0.298821126116,575.2,0.29895101854,575.2,0.297117036698,575.2,0.299555046921
575.8,0.299405394064,575.8,0.294442816815,575.8,0.29814820325,575.8,0.297054322118,575.8,0.295649118791,575.8,0.298611276417
576.5,0.296220073243,576.5,0.291856412604,576.5,0.294945334554,576.5,0.29479064622,576.5,0.293226749065,576.5,0.294216678111
577.2,0.289150568399,577.2,0.285794003204,577.2,0.288950827802,577.2,0.287454108492,577.2,0.286632562753,577.2,0.289277332723
577.9,0.282427443351,577.9,0.277119249256,577.9,0.279864080262,577.9,0.280362478065,577.9,0.279136568246,577.9,0.280952010376
578.6,0.284220378424,578.6,0.278093537804,578.6,0.281877508202,578.6,0.281491645686,578.6,0.280044480049,578.6,0.282529030289
579.2,0.288505874723,579.2,0.283586022736,579.2,0.285732700084,579.2,0.286303578241,579.2,0.285639200427,579.2,0.286582589456
579.9,0.289508392462,579.9,0.284727397574,579.9,0.286675707637,579.9,0.287246585794,579.9,0.286836270695,579.9,0.287264667735
580.6,0.285620393683,580.6,0.281677882048,580.6,0.283896276799,580.6,0.283708781567,580.6,0.283312199588,580.6,0.282848706798
581.3,0.289054436561,581.3,0.284477912566,581.3,0.286168345159,581.3,0.285767223621,581.3,0.286049668116,581.3,0.287969634546
582,0.291979591058,582,0.28544228275,582,0.288624284733,582,0.28788517586,582,0.288474326696,582,0.289453574426
582.6,0.28915819791,582.6,0.284475623713,582.6,0.287266231785,582.6,0.286730830854,582.6,0.287058289464,582.6,0.288032196536
583.3,0.285344205386,583.3,0.2820280766,583.3,0.283921454185,583.3,0.282579613947,583.3,0.282881895171,583.3,0.282736552987
584,0.285092431525,584,0.280725719081,584,0.284185435264,584,0.282305714504,584,0.282613336385,584,0.285538109407
584.7,0.277408751049,584.7,0.274240634775,584.7,0.275733463035,584.7,0.274506065461,584.7,0.275626230259,584.7,0.27559609369
585.4,0.270101205463,585.4,0.265297322042,585.4,0.269069848173,585.4,0.267319066148,585.4,0.26828892958,585.4,0.269024032959
586,0.271582093538,586,0.26619531548,586,0.269172083619,586,0.269862745098,586,0.268398031586,586,0.270289005875
586.7,0.272969138628,586.7,0.268039368276,586.7,0.269595521477,586.7,0.270239642939,586.7,0.269914778363,586.7,0.271939269093
587.4,0.265656252384,587.4,0.260851606012,587.4,0.264441786831,587.4,0.26262386511,587.4,0.261492561227,587.4,0.263148546578
588.1,0.253448271916,588.1,0.246612649729,588.1,0.250423323415,588.1,0.249135652705,588.1,0.249621805142,588.1,0.2512823682
588.7,0.232699816892,588.7,0.230099336233,588.7,0.232558823529,588.7,0.231335240711,588.7,0.230834897383,588.7,0.233083695735
589.4,0.224834554055,589.4,0.221149156939,589.4,0.224000038148,589.4,0.223065613794,589.4,0.222179980163,589.4,0.224565346761
590.1,0.23990436408,590.1,0.237430533303,590.1,0.239383421073,590.1,0.2381918822,590.1,0.238189745937,590.1,0.240605630579
590.7,0.251427977417,590.7,0.245600976577,590.7,0.248543411917,590.7,0.24814305333,590.7,0.248413290608,590.7,0.249278858625
591.4,0.248144235904,591.4,0.245384298466,591.4,0.247209773404,591.4,0.246503471427,591.4,0.246537193866,591.4,0.246597848478
592,0.247225642786,592,0.244282597086,592,0.245843327993,592,0.246488975357,592,0.246465476463,592,0.247015945678
592.7,0.248800373846,592.7,0.243543297475,592.7,0.247387541009,592.7,0.246870450904,592.7,0.246357137407,592.7,0.24761638819
593.3,0.248930838483,593.3,0.24542854963,593.3,0.248138284886,593.3,0.246979552911,593.3,0.248383535515,593.3,0.24855024033
594,0.245652437629,594,0.242069275959,594,0.244209086748,594,0.243405889982,594,0.243122224765,594,0.243432364385
594.7,0.243556610971,594.7,0.238955672541,594.7,0.24240623331,594.7,0.240327382315,594.7,0.240725032425,594.7,0.242004882887
595.3,0.245768406195,595.3,0.241564202335,595.3,0.245411497673,595.3,0.24428938735,595.3,0.244542839704,595.3,0.24514290074
596,0.249660982681,596,0.24457175555,596,0.247622529946,596,0.246880369268,596,0.246261768521,596,0.248589913787
596.6,0.24851731899,596.6,0.243039749752,596.6,0.247685091936,596.6,0.244690699626,596.6,0.244693904021,596.6,0.246939650568
597.3,0.246969291218,597.3,0.241562676432,597.3,0.243400358587,597.3,0.244309224079,597.3,0.242639276722,597.3,0.244811017014
598,0.24214133669,598,0.238140840772,598,0.24105428397,598,0.238906767376,598,0.238897764553,598,0.240353093767
598.6,0.243059929808,598.6,0.238574959945,598.6,0.242032387274,598.6,0.241219272145,598.6,0.241149233234,598.6,0.240897077897
599.3,0.245327420462,599.3,0.240546425574,599.3,0.243496490425,599.3,0.242444571603,599.3,0.242878843366,599.3,0.243089799344
599.9,0.244351606012,599.9,0.239862058442,599.9,0.243591096361,599.9,0.244187151904,599.9,0.240808194095,599.9,0.24299671931
600.6,0.242116922255,600.6,0.238575722896,600.6,0.241428892958,600.6,0.240521171893,600.6,0.241178988327,600.6,0.242066681926
601.2,0.240679522393,601.2,0.236180056458,601.2,0.239231593805,601.2,0.238892271305,601.2,0.238828336004,601.2,0.239382619974
601.9,0.240330090791,601.9,0.235713130388,601.9,0.238284771496,601.9,0.237781414511,601.9,0.237038452735,601.9,0.239133134966
602.6,0.243890783551,602.6,0.241165941863,602.6,0.241894293126,602.6,0.241048371099,602.6,0.24177332723,602.6,0.241941557946
603.2,0.249384031434,603.2,0.244059052415,603.2,0.247577515831,603.2,0.246593499657,603.2,0.245910048066,603.2,0.246921339742
603.9,0.249300106813,603.9,0.243827115282,603.9,0.247022850385,603.9,0.246427176318,603.9,0.245464484627,603.9,0.24593026627
604.5,0.246244487678,604.5,0.243383840696,604.5,0.2458135729,604.5,0.245485694667,604.5,0.245626230259,604.5,0.246485694667
605.2,0.246748798352,605.2,0.243367818723,605.2,0.244750019074,605.2,0.245546730755,605.2,0.243339665827,605.2,0.245511406119
605.9,0.244339398795,605.9,0.241794613565,605.9,0.242974631876,605.9,0.242903105211,605.9,0.241969405661,605.9,0.242966964218
606.5,0.245182459754,606.5,0.241098039216,606.5,0.24283806363,606.5,0.24355085069,606.5,0.242947508965,606.5,0.242887617304
607.2,0.244132639048,607.2,0.239499656672,607.2,0.242757190814,607.2,0.241274967575,607.2,0.242551537346,607.2,0.242150606546
607.8,0.242267223621,607.8,0.237551842527,607.8,0.241357175555,607.8,0.239453803311,607.8,0.239308995193,607.8,0.241798886091
608.5,0.239834935531,608.5,0.23605569543,608.5,0.238504501411,608.5,0.236698023957,608.5,0.238095902953,608.5,0.238795147631
609.1,0.242124551766,609.1,0.237189440757,609.1,0.240137979706,609.1,0.2402823682,609.1,0.239695048447,609.1,0.240866559854
609.8,0.238093881132,609.8,0.234661020829,609.8,0.235851720455,609.8,0.236793392844,609.8,0.235142519265,609.8,0.237926909285
610.5,0.236126230259,610.5,0.231946440833,610.5,0.234892690929,610.5,0.233850690471,610.5,0.233837872892,610.5,0.235220721752
611.1,0.2396045243,611.1,0.236641641871,611.1,0.238764667735,611.1,0.237466315709,611.1,0.238466697185,611.1,0.240159304189
611.8,0.240176737621,611.8,0.234577859159,611.8,0.237773594263,611.8,0.238069810025,611.8,0.237196383612,611.8,0.238920271611
612.4,0.234793354696,612.4,0.230410620279,612.4,0.233320248722,612.4,0.234295490959,612.4,0.232537804227,612.4,0.234518043793
613.1,0.23492839704,613.1,0.233218280308,613.1,0.234309033341,613.1,0.233767528801,613.1,0.232411154345,613.1,0.233758144503
613.7,0.229808995193,613.7,0.226308995193,613.7,0.229907568475,613.7,0.229323338674,613.7,0.227480201419,613.7,0.229647364004
614.4,0.234198252842,614.4,0.229383688106,614.4,0.232648088808,614.4,0.232745937285,614.4,0.23228908217,614.4,0.233588006409
615.1,0.234470626383,615.1,0.229805600061,615.1,0.233235561151,615.1,0.233275425345,615.1,0.230864652476,615.1,0.231868314641
615.7,0.227235561151,615.7,0.225489585718,615.7,0.226228618296,615.7,0.226283741512,615.7,0.227384069581,615.7,0.227282978561
616.4,0.222365644312,616.4,0.218375066758,616.4,0.220179179065,616.4,0.219452277409,616.4,0.219561532006,616.4,0.22011123827
617,0.227504119936,617,0.22250186923,617,0.227095330739,617,0.226147936217,617,0.225921492332,617,0.226443732357
617.7,0.234212748913,617.7,0.231191119249,617.7,0.232595445182,617.7,0.231236057069,617.7,0.23058159762,617.7,0.232734264134
618.4,0.234059395743,618.4,0.229878080415,618.4,0.233707827878,618.4,0.232396505684,618.4,0.231646677348,618.4,0.233433890288
619,0.231858281834,619,0.227663233387,619,0.231100823987,619,0.228299458305,619,0.229012207218,619,0.229708400092
619.7,0.230330090791,619.7,0.22825070573,619.7,0.232451247425,619.7,0.231689250019,619.7,0.230439688716,619.7,0.231480735485
620.3,0.233040856031,620.3,0.230077210651,620.3,0.231217555505,620.3,0.231503852903,620.3,0.230515220874,620.3,0.232361943999
621,0.231940680552,621,0.228274357214,621,0.229852635996,621,0.228373464561,621,0.229754558633,621,0.230755931945
621.6,0.225991187915,621.6,0.221288014038,621.6,0.222906729229,621.6,0.22481887541,621.6,0.222196765087,621.6,0.224140383001
